date,EMA
2012-08-17,1.9771
2012-08-16,1.9746
2012-08-15,1.9698
2012-08-14,1.9708
2012-08-13,1.9718
2012-08-10,1.9607
2012-08-09,1.9569
2012-08-08,1.9566
2012-08-07,1.9584
2012-08-06,1.9522
2012-08-03,1.9593
2012-08-02,1.9742
2012-08-01,1.9989
2012-07-31,2.0251
2012-07-30,2.0458
2012-07-27,2.0692
2012-07-26,2.08
2012-07-25,2.1015
2012-07-24,2.1196
2012-07-23,2.1333
2012-07-20,2.1427
2012-07-19,2.1451
2012-07-18,2.1445
2012-07-17,2.1446
2012-07-16,2.1363
2012-07-13,2.1088
2012-07-12,2.0904
2012-07-11,2.081
2012-07-10,2.079
2012-07-09,2.0784
2012-07-06,2.0761
2012-07-05,2.0772
2012-07-03,2.0767
2012-07-02,2.0802
2012-06-29,2.0858
2012-06-28,2.0858
2012-06-27,2.0849
2012-06-26,2.0801
2012-06-25,2.0772
2012-06-22,2.0635
2012-06-21,2.0436
2012-06-20,2.0329
2012-06-19,2.0098
2012-06-18,1.9961
2012-06-15,1.9828
2012-06-14,1.9817
2012-06-13,1.984
2012-06-12,1.9839
2012-06-11,1.9846
2012-06-08,1.9892
2012-06-07,1.9875
2012-06-06,1.9937
2012-06-05,1.9985
2012-06-04,2.013
2012-06-01,2.0292
2012-05-31,2.0453
2012-05-30,2.0536
2012-05-29,2.0563
2012-05-25,2.0504
2012-05-24,2.057
2012-05-23,2.0608
2012-05-22,2.06
2012-05-21,2.0608
2012-05-18,2.0758
2012-05-17,2.1009
2012-05-16,2.1216
2012-05-15,2.1402
2012-05-14,2.1589
2012-05-11,2.1752
2012-05-10,2.1779
2012-05-09,2.1758
2012-05-08,2.1939
2012-05-07,2.213
2012-05-04,2.2181
2012-05-03,2.2282
2012-05-02,2.235
2012-05-01,2.232
2012-04-30,2.2299
2012-04-27,2.2322
2012-04-26,2.2332
2012-04-25,2.2332
2012-04-24,2.2374
2012-04-23,2.2496
2012-04-20,2.2622
2012-04-19,2.2677
2012-04-18,2.2737
2012-04-17,2.2838
2012-04-16,2.298
2012-04-13,2.3135
2012-04-12,2.3214
2012-04-11,2.331
2012-04-10,2.3442
2012-04-09,2.3632
2012-04-05,2.3793
2012-04-04,2.3878
2012-04-03,2.3935
2012-04-02,2.3787
2012-03-30,2.3724
2012-03-29,2.3608
2012-03-28,2.3474
2012-03-27,2.3289
2012-03-26,2.3077
2012-03-23,2.2882
2012-03-22,2.2899
2012-03-21,2.2896
2012-03-20,2.2839
2012-03-19,2.279
2012-03-16,2.2734
2012-03-15,2.2648
2012-03-14,2.2576
2012-03-13,2.2476
2012-03-12,2.231
2012-03-09,2.2131
2012-03-08,2.2023
2012-03-07,2.202
2012-03-06,2.2014
2012-03-05,2.2007
2012-03-02,2.1954
2012-03-01,2.1876
2012-02-29,2.1764
2012-02-28,2.1711
2012-02-27,2.1624
2012-02-24,2.154
2012-02-23,2.1439
2012-02-22,2.1273
2012-02-21,2.1111
2012-02-17,2.0912
2012-02-16,2.0659
2012-02-15,2.0435
2012-02-14,2.0229
2012-02-13,2.003
2012-02-10,1.9929
2012-02-09,1.9844
2012-02-08,1.9647
2012-02-07,1.9474
2012-02-06,1.9306
2012-02-03,1.9107
2012-02-02,1.8932
2012-02-01,1.8802
2012-01-31,1.8706
2012-01-30,1.8635
2012-01-27,1.8521
2012-01-26,1.8413
2012-01-25,1.832
2012-01-24,1.8285
2012-01-23,1.8286
2012-01-20,1.8332
2012-01-19,1.8395
2012-01-18,1.8454
2012-01-17,1.8515
2012-01-13,1.8597
